context; target; verb; marker; embedded; source; question; cP; MatixTime; MatrixSubject; MatrixPerson; MatrixNumber; AnnotationValue1; AnnotationValue2; AnnotationValue3; AnnotationValue4; AnnotationValue5; Mean; Label; Variance; SD
Mátrai Árpád: - Az állatok téli lábvég problémái és azok okai rendkívül változatosak lehetnek.; Amikor jeges göröngyös éles tarajos fagyott talajon sétálnak vagy pláne futnak az állataink, vagy ilyen területen lovagolunk, akkor bizony előfordulhat hogy az állatoknak megsérülnek a végtagjai, megrándulnak az ízületei és ez az esetek egy részében mozgás zavart is okozhat.; előfordul; modális; Az állatoknak megsérülnek a végtagjai.; MNSZ2 beszéltnyelvi alkorpusz doc#2614; Ön szerint Mátrai Árpád mennyire biztos abban, hogy az állatoknak megsérülnek a végtagjai?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Thuri György: - Nem tudjuk, mert hát majdnem este történt az eset és a magyar válogatott olimpiai csapat főorvosának Berkes doktor úrnak meg kell néznie a leletet, meg kell néznie mi a gyógymód, a javaslat, a szakmai tanácsára van szükség. Majd utána.; Annyit tudok hogy készen áll egy traumatológus sebész, hogy bármelyik pillanatban, ha a helyzet adja és a lehetőség engedi, olyan helyen, olyan irányban van ez a csonttörés hogy műtéttel rögzítse a csontokat, ezt a csontot és abban az esetben, ha elképzelhetően az is előfordulhatna hogy 5-6 nap múlva vízbe mehet.; előfordul; modális, feltételes; A páciens 5-6 nap múlva vízbe megy.; MNSZ2 beszéltnyelvi alkorpusz doc#2614; Ön szerint Thuri György mennyire biztos abban, hogy a páciens 5-6 nap múlva vízbe megy?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
DR.Juhász Csaba: - Több is volt, van pár emlékezetes is, volt ahol nagyon komoly sörétes lövedék aránylag közelről érte az állatot.; Ha a lövedék csontot ér, akkor előfordulhat hogy szilánkos törést szenved.; előfordul; modális; Az állat szilánkos törést szenved.; MNSZ2 beszéltnyelvi alkorpusz doc#2615; Ön szerint DR.Juhász Csaba mennyire biztos abban, hogy az állat szilánkos törést szenved?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tornya Ferenc: - Mit jelent az hogy ne készüljünk azért luxus körülményekre?; Mondtam a kolléganőknek is most ketten is jelentkeztek, én mondtam hogy előfordulhat hogy nincs fürdőszoba.; előfordul; modális; Nincs fürdőszoba.; MNSZ2 beszéltnyelvi alkorpusz doc#2615; Ön szerint Tornya Ferenc mennyire biztos abban, hogy nincs fürdőszoba?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Németh Miklós Attila: -az előital független attól hgoy mit fogunk ebédelni, vacsorázni, húst eszünk vagy tésztafélét, vagy zöldséget, vagy vegetáriánusok vagyunk.; Kovács Antal: - Lehet attól teljesen független is, mert előfordulhat hogy egy számunkra új, ismeretlen étterembe tévedünk be.; előfordul; modális; Egy számunkra új, ismeretlen étterembe tévedünk be.; MNSZ2 beszéltnyelvi alkorpusz doc#2621; Ön szerint Kovács Antal mennyire biztos abban, hogy egy számukra új, ismeretlen étterembe tévedünk be?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Szilágyi Éva: - Elnézést, egy picit rosszul hallom.  Varga Sándor: - Igen közben elfordultam a mikrofonhoz és Kiss Péterhez fordultam.; Tehát előfordulhat hogy egy diák nem kapja meg a pénzét, mert Önnél, kizártnak tartom hogy a gyermekei mikor elvégezték a munkát négy hét után ne mondják, hogy anya, elhordtuk a hegyeket tessék ideadni a pénzt, a lóvét.; előfordul; modális; Egy diák nem kapja meg a pénzét; MNSZ2 beszéltnyelvi alkorpusz doc#2624; Ön szerint Szilágyi Éva mennyire biztos abban, hogy egy diák nem kapja meg a pénzét?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Allergiában is előfordul sokszor hogy a stresszes élet ront az egészen.; De ettől függetlenül előfordulhat hogy valakinél pozitívan hat.; előfordul; modális; Valakinél pozitívan hat a stresszes élet; MNSZ2 beszéltnyelvi alkorpusz doc#2624; Ön szerint a beszélő mennyire biztos abban, hogy valakinél pozitívan hat a stresszes élet?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hallgató: - Jó napot kívánok. Nekem nagyon komoly aggályaim vannak az eljárással szemben.; Hogyha ez a borzasztó szerkezet "ráncigálja a fogakat" akkor úgy képzelem el hogy a későbbiek folyamán amikor 30-40 éves elmúlt az akinek ilyen szerkezettel szabályozták a fogait, előfordulhat hogy esetleg meggyengül a foggyökér, nem egy évvel később, hanem mondjuk 1 évtizeddel később és olyan problémák adódhatnak amik nem adódnának egyébként.; előfordul; modális; Meggyengül a foggyökér; MNSZ2 beszéltnyelvi alkorpusz doc#2628; Ön szerint a beszélő mennyire biztos abban, hogy meggyengül a foggyökér?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Más kérdés, hogy a kockázat ebben nem feltétlen a jogi kockázat, hanem az hogy az az adott cég, aki ezt a munkát elvégezte, aki valamilyen összeszedett munkaerővel ezt a munkát felvállalta, az később eltűnik a piacról és ha bármi történik, akkor a garanciát nincs kin számon kérni; Az is előfordulhat hogy az a gázvezeték amelyikre Ön gondol, ma már nem találják meg a kivitelezőjét.; előfordul; modális; Ma már nem találják meg a gázvezeték kivitelezőjét.; MNSZ2 beszéltnyelvi alkorpusz doc#2629; Ön szerint a beszélő mennyire biztos abban, hogy ma már nem találják meg a gázvezeték kivitelezőjét?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
B. Király Györgyi: -Judit. Én még szeretném kiegészíteni a típusos karácsonyi balesetek sorát az áramütéssel.; A gyerekek a színes égőket nagyon szívesen megfogják kitekergetik, majd bedugják a helyére az ujjukat és nem egy-két gyerek érkezik a karácsonyfa alól a kórházba és kénytelenek ott tölteni az időszakot, ha jó eset van, de ebben az esetben előfordulhat hogy olyan áramütést kapnak ami az életet is veszélyezteti.; előfordul; modális; A gyerekek olyan áramutést kapnak, ami az életet is veszélyezteti.; MNSZ2 beszéltnyelvi alkorpusz doc#2629; Ön szerint B. Király Györgyi mennyire biztos abban, hogy a gyerekek olyan áramutést kapnak, ami az életet is veszélyezteti?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tehát hogyha minél több feladatot látnak el, minél több beteget szállítanak, akkor az egy egységre kifizethető összeg arányosan kevesebb lesz.; Tehát hogyha mi most befogadnánk nagyon sok szolgáltatót, akkor elvileg az előfordulhatna hogy a kilométer pénz annyira alacsony értékre menne le, ami a már finanszírozott és bent lévő szolgáltatók működését ellehetetlenítené.; előfordul; modális, feltételes; A kilométer pénz annyira alacsony értékre megy le, ami a már finanszírozott és bent lévő szolgáltatók működését lehetetleníti el.; MNSZ2 beszéltnyelvi alkorpusz doc#2632; Ön szerint a beszélő mennyire biztos abban, hogy a kilométer pénz annyira alacsony értékre megy le, ami a már finanszírozott és bent lévő szolgáltatók működését lehetetleníti el?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Kránitz Balázs: - Mintegy kétszázötven kórházi osztály rendelkezik ideiglenes működési engedéllyel, ami azt jelenti hogy az adott részleg nem felel meg a minimum feltételeknek.; Az egészségügyi miniszter a napokban azt nyilatkozta, hogyha a szóban forgó osztályok nem változtatnak a körülményeken, akkor előfordulhat hogy az egészségbiztosító felbontja velük a szerződést.; előfordul; modális; Az egészségbiztosító felbontja velük a szerződést.; MNSZ2 beszéltnyelvi alkorpusz doc#2634; Ön szerint Kránitz Balázs mennyire biztos abban, hogy az egészségbiztosító felbontja velük a szerződést?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
A vezetés most edzésprogramot indított az egész hadsereg és ezen belül a főtisztek számára.; Így aztán előfordulhat hogy a központilag kirendelt edzők keményen megdolgoztatják a konditeremben a pocakos hadvezéreket.; előfordul; modális; A központilag kirendelt edzők keményen megdolgoztatják a konditeremben a pocakos hadvezéreket.; MNSZ2 beszéltnyelvi alkorpusz doc#2649; Ön szerint a beszélő mennyire biztos abban, hogy a központilag kirendelt edzők keményen megdolgoztatják a konditeremben a pocakos hadvezéreket?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Annyit mondott, ő nem akart az embereknek ártani ezzel, másfél éves elavult szerkezetek, amelyek nem voltak összeszerelve úgy, hogy azok működésbe hozhatók lettek volna.; Na most kérném szépen, én ennél többet nem tudok mondani, éppen ezért mondtam azt, hogy mindent a szakértői vélemény fog eldönteni, mert ha véletlenül, amint mondtam, előfordulhat hogy ezek már nem fejthettek ki akkora hatást, mint ami most itt be van harangozva, és egészen csekély hatásúak, akkor lehet hogy eljutunk oda, hogy egy alkalmatlan eszközzel van dolgunk...; előfordul; modális; Ezek már nem fejthettek ki akkora hatást, mint ami most itt be van harangozva.; MNSZ2 beszéltnyelvi alkorpusz doc#2650; Ön szerint a beszélő mennyire biztos abban, hogy ezek már nem fejthettek ki akkora hatást, mint ami most itt be van harangozva?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
A követelményeket öt évenként felülvizsgáljuk az új erre vonatkozó miniszteri rendelet szerint enenk megfelelően öt évenként kell megujítani a védjegyhasználatot a pályázónak.; Ha szerencséje van akkor közben nem változik de előfordulhat hogy valamilyen szempontból szigorítások vannak, akkor annak a szigorúbb feltételnek kell megfelelnie.; előfordul; modális; Valamilyen szempontból szigorítások vannak.; MNSZ2 beszéltnyelvi alkorpusz doc#2651; Ön szerint a beszélő mennyire biztos abban, hogy valamilyen szempontból szigorítások vannak?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Úgy látszik hogy a jelenlegi városvezetés környezetében nagyon kevés olyan ember összpontosult, aki ezt a tantárgyat tanulta és érti.; Így aztán előfordulhat hogy egymással párhuzamos főutakat egyidejűleg újítanak fel amik egymás közlekedési alternatívái.; előfordul; modális; Egymással párhuzamos főutakat egyidejűleg újítanak fel, amik egymás közlekedési alternatívái.; MNSZ2 beszéltnyelvi alkorpusz doc#2651; Ön szerint a beszélő mennyire biztos abban, hogy egymással párhuzamos főutakat egyidejűleg újítanak fel, amik egymás közlekedési alternatívái?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Gadácsi János:- Érdekes hogy mondja hogy mindig alkalmazkodni kell a közönséghez.; Az is előfordulhat hogy maga a történet is megváltozik és mondjuk teljesen más véget ér az ottani hangulatnak megfelelően?; előfordul; modális, kérdés; Maga a történet is megváltozik és teljesen más véget ér az ottani hangulatnak megfelelően.; MNSZ2 beszéltnyelvi alkorpusz doc#2651; Ön szerint Gadácsi János mennyire biztos abban, hogy maga a történet is megváltozik és teljesen más véget ér az ottani hangulatnak megfelelően?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Így van. Kiderült az is, hogy ma tábort mindenki szervezhet Magyarországon.; Így fordulhat elő hogy a túlélő táborban a szénapadláson alszanak és a játékgépeken eljátszhatják a gyerekek a zsebpénzüket.; előfordul; modális; A túlélőtáborban a szénapadláson alszanak és a játékgépeken eljátszhatják a gyerekek a zsebpénzüket.; MNSZ2 beszéltnyelvi alkorpusz doc#2600; Ön szerint a beszélő mennyire biztos abban, hogy a túlélőtáborban a szénapadláson alszanak és a játékgépeken eljátszhatják a gyerekek a zsebpénzüket?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Én azt állítom hogy például morál nélkül nem létezik demokrácia.; Tehát egy demokráciában kell akkora erőnek lenni a közfelfogásban a nyilvánosságban, hogy az nem fordulhat elő hogy egy miniszterelnök saját maga mondja azt saját magáról hogy hazudtunk reggel, hazudtunk éjjel, hazudtunk este, ezt mondta Gyurcsány Ferenc Balatonöszödön 2006-ban és utána hivatalában maradhat.; előfordul; modális, tagadás; Egy miniszterelnök saját maga mondja azt saját magáról, hogy hazudtunk reggel, hazudtunk este.; MNSZ2 beszéltnyelvi alkorpusz doc#2602; Ön szerint a beszélő mennyire biztos abban, hogy egy miniszterelnök saját maga mondja azt saját magáról, hogy hazudtunk reggel, hazudtunk este?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter: - És ebből konfliktus nem adódik?; Tehát olyan nem fordul elő hogy az egyik gyerek azt mondja hogy én nem vagyok hajlandó egy roma kisfiú mellé ülni?; előfordul; tagadás, kérdés; Az egyik gyerek azt mondja, hogy nem hajlandó egy roma kisfiú mellé ülni.; MNSZ2 beszéltnyelvi alkorpusz doc#2605; Ön szerint a Riporter mennyire biztos abban, hogy az egyik gyerek azt mondja, hogy nem hajlandó egy roma kisfiú mellé ülni?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
A négy éves börtönbűntetés Svédországban az ilyes fajta bűncselekményekért kiszabható maximális időtartam, korábbi esetekben általában másfél évet kaptak az elítéltek.; A bíróság indoklásában kijelentette, hogy még soha sem fordult elő hogy részeg vezető veszélyesebb módon vezetett olyan komoly konzekvenciával, hogy az öt személy életébe került.; előfordul; tagadás; Egy részeg sofőr veszélyesebb módon vezetett olyan komoly konzekvenciával, hogy az öt személy életébe került.; MNSZ2 beszéltnyelvi alkorpusz doc#2609; Ön szerint a beszélő mennyire biztos abban, hogy egy részeg sofőr veszélyesebb módon vezetett olyan komoly konzekvenciával, hogy az öt személy életébe került?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Itt szó esik alkotmányról, törvényről, de az erkölcsről kevés szót hallunk, azt halljuk, hogy parlamenti demokráciába ez is megtörténhet az is, a parlamenti demokrácia biztosítja az erkölcstelenséget, mint ahogy a Kolláth Úr is fájó szívvel hallgattam amit mondott, hogy csóró nem biztos, hogy jó vezető lenne.; De elnézést kérek legfeljebb Dél-Amerikában fordulhatna elő hogy valaki a rákosista rendszerből itt maradt rokonai által felhalmozott és a mi zsebünkből kivett vagyonát, használja fel arra hogy ettől lesz jó miniszterelnök, ezt erkölcstelennek tartom és elképzelhetetlennek tartom normális demokráciában, és mikor volt itt rendszerváltozás.; előfordul; modális, feltételes; Valaki a rákosista rendszerből itt maradt rokonai által felhalmozott és a mi zsebünkből kivett vagyonát használja fel arra, hogy ettől jó miniszterelnök legyen.; MNSZ2 beszéltnyelvi alkorpusz doc#2623; Ön szerint a beszélő mennyire biztos abban, hogy valaki a rákosista rendszerből itt maradt rokonai által felhalmozott és a mi zsebünkből kivett vagyonát használja fel arra, hogy ettől jó miniszterelnök legyen?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Viszont ha a kereskedő árengedményt nyújt, az nem adóköteles a magánszemély vevőnél.; És onnan lehet tudni hogy melyik esetről van szó, hogyha a kereskedő adja a száz százalékról a számlát, majd ebből árengedményt ad, tehát módosító számlát is kiállít később, vagy már eleve egy csökkentett öszsegről állítja ki a számlát, ebben az esetben árengedmény és az adómentes a magánszemélynél, de ha azon eset fordul elő hogy kiállítja a kereskedő a teljes számlát, majd nem kér néhány részletet megfizetni a magánszemély vevő által elengedi neki, akkor ez a magánszemélynél elvileg adóköteles.; előfordul; feltételes; A kereskedő kiállítja a teljes számlát, majd nem kér néhány részletet megfizetni.; MNSZ2 beszéltnyelvi alkorpusz doc#2632; Ön szerint a beszélő mennyire biztos abban, hogy a kereskedő kiállítja a teljes számlát, majd nem kér néhány részletet megfizetni?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
De a Műemlékvédelmi Hivatal munkatársa szerint mindenkinek tudnia kellett hogy a vasszerkezetes csarnokhoz nem szabad hozzányúlni.; Magyarországon még nem fordult elő hogy egy védett épületet egyik napról a másikra a tiltás ellenére lebontottak volna.; előfordul; tagadás; Egy védett épületet egyik napról a másikra a tiltás ellenére lebontottak.; MNSZ2 beszéltnyelvi alkorpusz doc#2646; Ön szerint a beszélő mennyire biztos abban, hogy egy védett épületet egyik napról a másikra a tiltás ellenére lebontottak?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ha ezek az adatok hiányoznak, akkor fel sem merülhet annak a veszélye, hogy utólag számlázzon a szolgáltató.; Szederkényi Olga: - Értem. Tehát akkor valószínűleg itt ezeknél az embereknél, ezeknél a károsultaknál ez fordulhatott elő hogy telefonon felhívták őket hogy csatlakozzanak egy másik telefontársasághoz, ők nyilván megadták az adataikat, ezt rögzítették és akkor innentől kezdve már ez egy szóbeli szerződésnek számít?; előfordul; modális, kérdés; Telefonon felhívták a károsultakat, hogy csatlakozzanak egy másik telefontársasághoz, ők megadták az adataikat, ezt rögzítették és onnantól kezdve ez szóbeli szerződésnek számít.; MNSZ2 beszéltnyelvi alkorpusz doc#2647; Ön szerint Szederkányi Olga mennyire biztos abban, hogy telefonon felhívták a károsultakat, hogy csatlakozzanak egy másik telefontársasághoz, ők megadták az adataikat, ezt rögzítették és onnantól kezdve ez szóbeli szerződésnek számít?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
